MONTH_END,CODE,CODE_DISPLAY_NAME,PRICE_TYPE_DESCRIPTION,VALUE
2014-01-31,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value low,894.05
2014-01-31,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value low,905.0
2014-01-31,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value low,925.0
2014-01-31,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value low,895.0
2014-01-31,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value low,905.0
2014-01-31,PA0007877,Base oil Group 3 4cst fca NWE $/t,value low,1220.0
2014-01-31,PA0007878,Base oil Group 3 6cst fca NWE $/t,value low,1227.0
2014-01-31,PA0007879,Base oil Group 3 8cst fca NWE $/t,value low,1220.0
2014-01-31,PA0008532,Pale Oil 60 for delivery ex-tank $/t,value low,1126.0
2014-01-31,PA0008533,Pale Oil 100 for delivery ex-tank $/t,value low,1067.0
2014-01-31,PA0008534,Pale Oil 500 for delivery ex-tank $/t,value low,1037.0
2014-01-31,PA0008535,Pale Oil 2000 for delivery ex-tank $/t,value low,1053.0
2014-01-31,PA0008536,Pale Oil 60 fob US $/t,value low,1081.0
2014-01-31,PA0008537,Pale Oil 100 fob US $/t,value low,1008.0
2014-01-31,PA0008538,Pale Oil 500 fob US $/t,value low,983.0
2014-01-31,PA0008539,Pale Oil 2000 fob US $/t,value low,993.0
2014-01-31,PA0008610,Base oil Group 2 N100 US domestic $/t,value low,952.0
2014-01-31,PA0008614,Base oil Group 2 N220 US domestic $/t,value low,985.0
2014-01-31,PA0008616,Base oil Group 2 N600 US domestic $/t,value low,1182.0
2014-01-31,PA0008712,Base oil Group 3 4cst US domestic $/t,value low,1348.0
2014-01-31,PA0008714,Base oil Group 3 6cst US domestic $/t,value low,1377.0
2014-01-31,PA0008716,Base oil Group 3 8cst US domestic $/t,value low,1377.0
2014-01-31,PA0009050,Base oil Group 3 4cst cfr northeast Asia,value low,1060.0
2014-01-31,PA0009051,Base oil Group 3 6cst cfr northeast Asia,value low,1070.0
2014-01-31,PA0009052,Base oil Group 3 8cst cfr northeast Asia,value low,1020.0
2014-01-31,PA0009053,Base oil Group 3 4cst cfr India,value low,1045.0
2014-01-31,PA0009059,Base oil Group 3 6cst cfr India,value low,1055.0
2014-01-31,PA0009060,Base oil Group 3 8cst cfr India,value low,1045.0
2014-01-31,PA0009331,Base oil Group 3 4cst ex-tank UAE,value low,1215.0
2014-01-31,PA0009332,Base oil Group 3 6cst ex-tank UAE,value low,1215.0
2014-01-31,PA0009333,Base oil Group 3 8cst ex-tank UAE,value low,1210.0
2014-01-31,PA0009335,Base oil Group 2 N150 China Huizhou domestic $/t,value low,1511.0
2014-01-31,PA0009849,Base oil Group 1 SN 400 China NE Fushun domestic $/t,value low,1419.0
2014-01-31,PA0011124,Base oil Group 1 SN 150 cfr Gebze,value low,895.0
2014-01-31,PA0011125,Base oil Group 1 SN 500 cfr Gebze,value low,895.0
2014-01-31,PA0011607,Base oil Group 1 SN 150 cpt Naushki,value low,800.0
2014-01-31,PA0011608,Base oil Group 1 SN 500 cpt Naushki,value low,830.0
2014-01-31,PA0012401,Base oil Group 2 N150 fca ARA $/t,value low,1060.0
2014-01-31,PA0012402,Base oil Group 2 N600 fca ARA $/t,value low,1105.0
2014-01-31,PA5001357,VGO 0.5% NWE barge snapshot,value low,779.25
2014-01-31,PA5001359,VGO 1.6% NWE barge snapshot,value low,760.0
2014-01-31,PA5001360,Fuel oil straight run M-100 NWE cif snapshot,value low,573.5
2014-01-31,PA5001362,Fuel oil 3.5% NWE barge snapshot,value low,551.5
2014-01-31,PA5001363,Gasoil heating oil German NWE barge snapshot,value low,904.25
2014-02-28,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value low,1070.0
2014-02-28,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value low,1120.0
2014-02-28,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value low,1225.0
2014-02-28,PA0007456,Base oil Group 1 SN 150 fob Asia,value low,975.0
2014-02-28,PA0007457,Base oil Group 1 SN 500 fob Asia,value low,1015.0
2014-02-28,PA0007458,Base oil Group 1 Bright stock fob Asia,value low,1115.0
2014-02-28,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value low,1095.0
2014-02-28,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value low,1125.0
2014-02-28,PA0007461,Base oil Group 2 N150 fob Asia,value low,1025.0
2014-02-28,PA0007462,Base oil Group 2 N500 fob Asia,value low,1055.0
2014-02-28,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value low,1013.55
2014-02-28,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value low,1004.5
2014-02-28,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value low,1005.0
2014-02-28,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value low,1055.0
2014-02-28,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value low,1165.0
2014-02-28,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value low,1060.0
2014-02-28,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value low,1115.0
2014-02-28,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value low,1371.0
2014-02-28,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value low,1452.0
2014-02-28,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value low,1428.0
2014-02-28,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value low,1428.0
2014-02-28,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value low,1485.0
2014-02-28,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value low,1485.0
2014-02-28,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value low,1473.0
2014-02-28,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value low,1464.0
2014-02-28,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value low,1526.0
2014-02-28,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value low,1662.0
2014-02-28,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value low,1532.0
2014-02-28,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value low,1598.0
2014-02-28,PA0007498,Base oil Group 1 SN 150 cfr India,value low,985.0
2014-02-28,PA0007499,Base oil Group 1 SN 500 cfr India,value low,1005.0
2014-02-28,PA0007500,Base oil Group 1 Bright stock cfr India,value low,1155.0
2014-02-28,PA0007501,Base oil Group 2 N150 cfr India,value low,1040.0
2014-02-28,PA0007502,Base oil Group 2 N500 cfr India,value low,1070.0
2014-02-28,PA0007519,Base oil Group 1 SN 150 cfr UAE,value low,985.0
2014-02-28,PA0007520,Base oil Group 1 SN 500 cfr UAE,value low,1000.0
2014-02-28,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value low,1025.0
2014-02-28,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value low,1070.0
2014-02-28,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value low,1195.0
2014-02-28,PA0007524,Base oil Group 1 SN 150 fob European export,value low,925.0
2014-02-28,PA0007525,Base oil Group 1 SN 500 fob European export,value low,955.0
2014-02-28,PA0007526,Base oil Group 1 Bright stock fob European export,value low,1075.0
2014-02-28,PA0007527,Base oil Group 1 SN 500 fob NWE month,value low,941.05
2014-02-28,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value low,932.0
2014-02-28,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value low,880.0
2014-02-28,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value low,895.0
2014-02-28,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value low,885.0
2014-02-28,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value low,880.0
2014-02-28,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value low,933.0
2014-02-28,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value low,1019.0
2014-02-28,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value low,1097.0
2014-02-28,PA0007541,Base oil Group 2 N100 fob United States $/t,value low,918.0
2014-02-28,PA0007543,Base oil Group 2 N220 fob United States $/t,value low,915.0
2014-02-28,PA0007544,Base oil Group 2 N600 fob United States $/t,value low,1137.0
2014-02-28,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value low,982.0
2014-02-28,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value low,1085.0
2014-02-28,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value low,1208.0
2014-02-28,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value low,1016.2
2014-02-28,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value low,1010.85
2014-02-28,PA0007695,Base oil Group 1 SN 150 fob NWE month,value low,913.3
2014-02-28,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value low,903.95
2014-02-28,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value low,945.0
2014-02-28,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value low,960.0
2014-02-28,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value low,930.0
2014-02-28,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value low,940.0
2014-02-28,PA0007877,Base oil Group 3 4cst fca NWE $/t,value low,1224.0
2014-02-28,PA0007878,Base oil Group 3 6cst fca NWE $/t,value low,1231.0
2014-02-28,PA0007879,Base oil Group 3 8cst fca NWE $/t,value low,1224.0
2014-02-28,PA0008532,Pale Oil 60 for delivery ex-tank $/t,value low,1147.0
2014-02-28,PA0008533,Pale Oil 100 for delivery ex-tank $/t,value low,1079.0
2014-02-28,PA0008534,Pale Oil 500 for delivery ex-tank $/t,value low,1040.0
2014-02-28,PA0008535,Pale Oil 2000 for delivery ex-tank $/t,value low,1056.0
2014-02-28,PA0008536,Pale Oil 60 fob US $/t,value low,1096.0
2014-02-28,PA0008537,Pale Oil 100 fob US $/t,value low,1014.0
2014-02-28,PA0008538,Pale Oil 500 fob US $/t,value low,983.0
2014-02-28,PA0008539,Pale Oil 2000 fob US $/t,value low,993.0
2014-02-28,PA0008610,Base oil Group 2 N100 US domestic $/t,value low,961.0
2014-02-28,PA0008614,Base oil Group 2 N220 US domestic $/t,value low,988.0
2014-02-28,PA0008616,Base oil Group 2 N600 US domestic $/t,value low,1182.0
2014-02-28,PA0008712,Base oil Group 3 4cst US domestic $/t,value low,1320.0
2014-02-28,PA0008714,Base oil Group 3 6cst US domestic $/t,value low,1348.0
2014-02-28,PA0008716,Base oil Group 3 8cst US domestic $/t,value low,1351.0
2014-02-28,PA0009050,Base oil Group 3 4cst cfr northeast Asia,value low,1070.0
2014-02-28,PA0009051,Base oil Group 3 6cst cfr northeast Asia,value low,1080.0
2014-02-28,PA0009052,Base oil Group 3 8cst cfr northeast Asia,value low,1035.0
2014-02-28,PA0009053,Base oil Group 3 4cst cfr India,value low,1050.0
2014-02-28,PA0009059,Base oil Group 3 6cst cfr India,value low,1050.0
2014-02-28,PA0009060,Base oil Group 3 8cst cfr India,value low,1040.0
2014-02-28,PA0009331,Base oil Group 3 4cst ex-tank UAE,value low,1220.0
2014-02-28,PA0009332,Base oil Group 3 6cst ex-tank UAE,value low,1220.0
2014-02-28,PA0009333,Base oil Group 3 8cst ex-tank UAE,value low,1220.0
2014-02-28,PA0009335,Base oil Group 2 N150 China Huizhou domestic $/t,value low,1503.0
2014-02-28,PA0009849,Base oil Group 1 SN 400 China NE Fushun domestic $/t,value low,1420.0
2014-02-28,PA0011124,Base oil Group 1 SN 150 cfr Gebze,value low,915.0
2014-02-28,PA0011125,Base oil Group 1 SN 500 cfr Gebze,value low,915.0
2014-02-28,PA0011607,Base oil Group 1 SN 150 cpt Naushki,value low,840.0
2014-02-28,PA0011608,Base oil Group 1 SN 500 cpt Naushki,value low,850.0
2014-02-28,PA0012401,Base oil Group 2 N150 fca ARA $/t,value low,1060.0
2014-02-28,PA0012402,Base oil Group 2 N600 fca ARA $/t,value low,1105.0
2014-02-28,PA5001357,VGO 0.5% NWE barge snapshot,value low,801.75
2014-02-28,PA5001359,VGO 1.6% NWE barge snapshot,value low,785.75
2014-02-28,PA5001360,Fuel oil straight run M-100 NWE cif snapshot,value low,593.75
2014-02-28,PA5001362,Fuel oil 3.5% NWE barge snapshot,value low,570.75
2014-02-28,PA5001363,Gasoil heating oil German NWE barge snapshot,value low,904.25
2014-03-31,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value low,1080.0
2014-03-31,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value low,1125.0
2014-03-31,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value low,1245.0
2014-03-31,PA0007456,Base oil Group 1 SN 150 fob Asia,value low,980.0
2014-03-31,PA0007457,Base oil Group 1 SN 500 fob Asia,value low,1025.0
2014-03-31,PA0007458,Base oil Group 1 Bright stock fob Asia,value low,1135.0
2014-03-31,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value low,1105.0
2014-03-31,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value low,1125.0
2014-03-31,PA0007461,Base oil Group 2 N150 fob Asia,value low,1030.0
2014-03-31,PA0007462,Base oil Group 2 N500 fob Asia,value low,1055.0
2014-03-31,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value low,1023.4
2014-03-31,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value low,1016.9
2014-03-31,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value low,1030.0
2014-03-31,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value low,1060.0
2014-03-31,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value low,1180.0
2014-03-31,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value low,1070.0
2014-03-31,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value low,1095.0
2014-03-31,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value low,1349.0
2014-03-31,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value low,1429.0
2014-03-31,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value low,1405.0
2014-03-31,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value low,1405.0
2014-03-31,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value low,1461.0
2014-03-31,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value low,1461.0
2014-03-31,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value low,1450.0
2014-03-31,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value low,1492.0
2014-03-31,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value low,1530.0
2014-03-31,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value low,1679.0
2014-03-31,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value low,1542.0
2014-03-31,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value low,1570.0
2014-03-31,PA0007498,Base oil Group 1 SN 150 cfr India,value low,1000.0
2014-03-31,PA0007499,Base oil Group 1 SN 500 cfr India,value low,1015.0
2014-03-31,PA0007500,Base oil Group 1 Bright stock cfr India,value low,1190.0
2014-03-31,PA0007501,Base oil Group 2 N150 cfr India,value low,1050.0
2014-03-31,PA0007502,Base oil Group 2 N500 cfr India,value low,1095.0
2014-03-31,PA0007519,Base oil Group 1 SN 150 cfr UAE,value low,990.0
2014-03-31,PA0007520,Base oil Group 1 SN 500 cfr UAE,value low,1010.0
2014-03-31,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value low,1045.0
2014-03-31,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value low,1090.0
2014-03-31,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value low,1215.0
2014-03-31,PA0007524,Base oil Group 1 SN 150 fob European export,value low,925.0
2014-03-31,PA0007525,Base oil Group 1 SN 500 fob European export,value low,965.0
2014-03-31,PA0007526,Base oil Group 1 Bright stock fob European export,value low,1095.0
2014-03-31,PA0007527,Base oil Group 1 SN 500 fob NWE month,value low,948.4
2014-03-31,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value low,941.9
2014-03-31,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value low,900.0
2014-03-31,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value low,920.0
2014-03-31,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value low,895.0
2014-03-31,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value low,890.0
2014-03-31,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value low,942.0
2014-03-31,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value low,1034.0
2014-03-31,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value low,1170.0
2014-03-31,PA0007541,Base oil Group 2 N100 fob United States $/t,value low,915.0
2014-03-31,PA0007543,Base oil Group 2 N220 fob United States $/t,value low,918.0
2014-03-31,PA0007544,Base oil Group 2 N600 fob United States $/t,value low,1131.0
2014-03-31,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value low,988.0
2014-03-31,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value low,1106.0
2014-03-31,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value low,1255.0
2014-03-31,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value low,1036.75
2014-03-31,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value low,1032.8
2014-03-31,PA0007695,Base oil Group 1 SN 150 fob NWE month,value low,915.9
2014-03-31,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value low,909.4
2014-03-31,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value low,955.0
2014-03-31,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value low,990.0
2014-03-31,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value low,965.0
2014-03-31,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value low,975.0
2014-03-31,PA0007877,Base oil Group 3 4cst fca NWE $/t,value low,1240.0
2014-03-31,PA0007878,Base oil Group 3 6cst fca NWE $/t,value low,1247.0
2014-03-31,PA0007879,Base oil Group 3 8cst fca NWE $/t,value low,1240.0
2014-03-31,PA0008532,Pale Oil 60 for delivery ex-tank $/t,value low,1185.0
2014-03-31,PA0008533,Pale Oil 100 for delivery ex-tank $/t,value low,1099.0
2014-03-31,PA0008534,Pale Oil 500 for delivery ex-tank $/t,value low,1063.0
2014-03-31,PA0008535,Pale Oil 2000 for delivery ex-tank $/t,value low,1076.0
2014-03-31,PA0008536,Pale Oil 60 fob US $/t,value low,1123.0
2014-03-31,PA0008537,Pale Oil 100 fob US $/t,value low,1032.0
2014-03-31,PA0008538,Pale Oil 500 fob US $/t,value low,997.0
2014-03-31,PA0008539,Pale Oil 2000 fob US $/t,value low,1007.0
2014-03-31,PA0008610,Base oil Group 2 N100 US domestic $/t,value low,964.0
2014-03-31,PA0008614,Base oil Group 2 N220 US domestic $/t,value low,997.0
2014-03-31,PA0008616,Base oil Group 2 N600 US domestic $/t,value low,1191.0
2014-03-31,PA0008712,Base oil Group 3 4cst US domestic $/t,value low,1317.0
2014-03-31,PA0008714,Base oil Group 3 6cst US domestic $/t,value low,1348.0
2014-03-31,PA0008716,Base oil Group 3 8cst US domestic $/t,value low,1348.0
2014-03-31,PA0009050,Base oil Group 3 4cst cfr northeast Asia,value low,1080.0
2014-03-31,PA0009051,Base oil Group 3 6cst cfr northeast Asia,value low,1090.0
2014-03-31,PA0009052,Base oil Group 3 8cst cfr northeast Asia,value low,1040.0
2014-03-31,PA0009053,Base oil Group 3 4cst cfr India,value low,1055.0
2014-03-31,PA0009059,Base oil Group 3 6cst cfr India,value low,1055.0
2014-03-31,PA0009060,Base oil Group 3 8cst cfr India,value low,1050.0
2014-03-31,PA0009331,Base oil Group 3 4cst ex-tank UAE,value low,1220.0
2014-03-31,PA0009332,Base oil Group 3 6cst ex-tank UAE,value low,1220.0
2014-03-31,PA0009333,Base oil Group 3 8cst ex-tank UAE,value low,1220.0
2014-03-31,PA0009335,Base oil Group 2 N150 China Huizhou domestic $/t,value low,1463.0
2014-03-31,PA0009849,Base oil Group 1 SN 400 China NE Fushun domestic $/t,value low,1397.0
2014-03-31,PA0011124,Base oil Group 1 SN 150 cfr Gebze,value low,930.0
2014-03-31,PA0011125,Base oil Group 1 SN 500 cfr Gebze,value low,935.0
2014-03-31,PA0011607,Base oil Group 1 SN 150 cpt Naushki,value low,860.0
2014-03-31,PA0011608,Base oil Group 1 SN 500 cpt Naushki,value low,865.0
2014-03-31,PA0012401,Base oil Group 2 N150 fca ARA $/t,value low,1065.0
2014-03-31,PA0012402,Base oil Group 2 N600 fca ARA $/t,value low,1110.0
2014-03-31,PA5001357,VGO 0.5% NWE barge snapshot,value low,786.0
2014-03-31,PA5001359,VGO 1.6% NWE barge snapshot,value low,773.5
2014-03-31,PA5001360,Fuel oil straight run M-100 NWE cif snapshot,value low,586.25
2014-03-31,PA5001362,Fuel oil 3.5% NWE barge snapshot,value low,569.25
2014-03-31,PA5001363,Gasoil heating oil German NWE barge snapshot,value low,887.0
2014-04-30,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value low,1095.0
2014-04-30,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value low,1140.0
2014-04-30,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value low,1265.0
2014-04-30,PA0007456,Base oil Group 1 SN 150 fob Asia,value low,995.0
2014-04-30,PA0007457,Base oil Group 1 SN 500 fob Asia,value low,1020.0
2014-04-30,PA0007458,Base oil Group 1 Bright stock fob Asia,value low,1145.0
2014-04-30,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value low,1115.0
2014-04-30,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value low,1130.0
2014-04-30,PA0007461,Base oil Group 2 N150 fob Asia,value low,1040.0
2014-04-30,PA0007462,Base oil Group 2 N500 fob Asia,value low,1055.0
2014-04-30,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value low,1026.95
2014-04-30,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value low,1022.05
2014-04-30,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value low,1050.0
2014-04-30,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value low,1080.0
2014-04-30,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value low,1205.0
2014-04-30,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value low,1085.0
2014-04-30,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value low,1090.0
2014-04-30,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value low,1360.0
2014-04-30,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value low,1472.0
2014-04-30,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value low,1400.0
2014-04-30,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value low,1400.0
2014-04-30,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value low,1504.0
2014-04-30,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value low,1456.0
2014-04-30,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value low,1445.0
2014-04-30,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value low,1513.0
2014-04-30,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value low,1550.0
2014-04-30,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value low,1707.0
2014-04-30,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value low,1558.0
2014-04-30,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value low,1564.0
2014-04-30,PA0007498,Base oil Group 1 SN 150 cfr India,value low,1025.0
2014-04-30,PA0007499,Base oil Group 1 SN 500 cfr India,value low,1045.0
2014-04-30,PA0007500,Base oil Group 1 Bright stock cfr India,value low,1230.0
2014-04-30,PA0007501,Base oil Group 2 N150 cfr India,value low,1065.0
2014-04-30,PA0007502,Base oil Group 2 N500 cfr India,value low,1110.0
2014-04-30,PA0007519,Base oil Group 1 SN 150 cfr UAE,value low,1025.0
2014-04-30,PA0007520,Base oil Group 1 SN 500 cfr UAE,value low,1035.0
2014-04-30,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value low,1070.0
2014-04-30,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value low,1110.0
2014-04-30,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value low,1235.0
2014-04-30,PA0007524,Base oil Group 1 SN 150 fob European export,value low,965.0
2014-04-30,PA0007525,Base oil Group 1 SN 500 fob European export,value low,1005.0
2014-04-30,PA0007526,Base oil Group 1 Bright stock fob European export,value low,1150.0
2014-04-30,PA0007527,Base oil Group 1 SN 500 fob NWE month,value low,988.75
2014-04-30,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value low,987.3
2014-04-30,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value low,945.0
2014-04-30,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value low,965.0
2014-04-30,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value low,920.0
2014-04-30,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value low,915.0
2014-04-30,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value low,957.0
2014-04-30,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value low,1073.0
2014-04-30,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value low,1202.0
2014-04-30,PA0007541,Base oil Group 2 N100 fob United States $/t,value low,924.0
2014-04-30,PA0007543,Base oil Group 2 N220 fob United States $/t,value low,936.0
2014-04-30,PA0007544,Base oil Group 2 N600 fob United States $/t,value low,1161.0
2014-04-30,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value low,997.0
2014-04-30,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value low,1126.0
2014-04-30,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value low,1285.0
2014-04-30,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value low,1064.65
2014-04-30,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value low,1062.3
2014-04-30,PA0007695,Base oil Group 1 SN 150 fob NWE month,value low,948.75
2014-04-30,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value low,947.3
2014-04-30,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value low,970.0
2014-04-30,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value low,1000.0
2014-04-30,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value low,975.0
2014-04-30,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value low,985.0
2014-04-30,PA0007877,Base oil Group 3 4cst fca NWE $/t,value low,1241.0
2014-04-30,PA0007878,Base oil Group 3 6cst fca NWE $/t,value low,1248.0
2014-04-30,PA0007879,Base oil Group 3 8cst fca NWE $/t,value low,1241.0
2014-04-30,PA0008532,Pale Oil 60 for delivery ex-tank $/t,value low,1203.0
2014-04-30,PA0008533,Pale Oil 100 for delivery ex-tank $/t,value low,1117.0
2014-04-30,PA0008534,Pale Oil 500 for delivery ex-tank $/t,value low,1072.0
